Target Type,Target member,Header for assembly name entries,.Net Core,Recommended changes,Issue ID,Category,Severity,Recommendation,JSON input File,OverHead Cost,Occurence Cost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserBase,M:System.Windows.Forms.WebBrowserBase.get_ActiveXInstance,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,"Use ""frameworkAssemblies""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlDocument,T:System.Windows.Forms.HtmlDocument,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,issue Id : SYWI17,ms-sys-win,,Get the IHtmlScriptElement interface into your project.,codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlDocument,M:System.Windows.Forms.HtmlDocument.GetElementsByTagName(System.String),Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlDocument,"M:System.Windows.Forms.HtmlDocument.op_Inequality(System.Windows.Forms.HtmlDocument,System.Windows.Forms.HtmlDocument)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElement,T:System.Windows.Forms.HtmlElement,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElement,M:System.Windows.Forms.HtmlElement.get_Enabled,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElement,M:System.Windows.Forms.HtmlElement.get_OffsetRectangle,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElement,M:System.Windows.Forms.HtmlElement.GetAttribute(System.String),Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElement,"M:System.Windows.Forms.HtmlElement.op_Inequality(System.Windows.Forms.HtmlElement,System.Windows.Forms.HtmlElement)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.HtmlElementCollection,T:System.Windows.Forms.HtmlElementCollection,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Get the IHTMLScriptElement interface into your project. ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserDocumentCompletedEventArgs,T:System.Windows.Forms.WebBrowserDocumentCompletedEventArgs,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,issue Id : SYWI16,ms-sys-win,,Use alternatives to C# Web browser component like 1. Newer IE versions 2. OpenWebKitSharp 3. GeckoFX,codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatingEventArgs,T:System.Windows.Forms.WebBrowserNavigatingEventArgs,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatingEventArgs,M:System.Windows.Forms.WebBrowserNavigatingEventArgs.get_Url,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatedEventArgs,T:System.Windows.Forms.WebBrowserNavigatedEventArgs,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatedEventArgs,M:System.Windows.Forms.WebBrowserNavigatedEventArgs.get_Url,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatingEventHandler,T:System.Windows.Forms.WebBrowserNavigatingEventHandler,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatingEventHandler,"M:System.Windows.Forms.WebBrowserNavigatingEventHandler.#ctor(System.Object,System.IntPtr)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatedEventHandler,T:System.Windows.Forms.WebBrowserNavigatedEventHandler,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserNavigatedEventHandler,"M:System.Windows.Forms.WebBrowserNavigatedEventHandler.#ctor(System.Object,System.IntPtr)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserReadyState,T:System.Windows.Forms.WebBrowserReadyState,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserDocumentCompletedEventHandler,T:System.Windows.Forms.WebBrowserDocumentCompletedEventHandler,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserDocumentCompletedEventHandler,"M:System.Windows.Forms.WebBrowserDocumentCompletedEventHandler.#ctor(System.Object,System.IntPtr)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.WebBrowserSiteBase,T:System.Windows.Forms.WebBrowserSiteBase,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0. Reference System.Windows.Forms.dll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.PreviewKeyDownEventArgs,T:System.Windows.Forms.PreviewKeyDownEventArgs,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,".Net Core 3.0 includes support for Winforms and WPF through UWP (Universal Windows Platform), though it is Windows-only.",issue Id : SYWI18,ms-sys-win,,".Net Core 3.0 includes support for Winforms and WPF through UWP (Universal Windows Platform), though it is Windows-only.",codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.PreviewKeyDownEventArgs,M:System.Windows.Forms.PreviewKeyDownEventArgs.get_KeyCode,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,".Net Core 3.0 includes support for Winforms and WPF through UWP (Universal Windows Platform), though it is Windows-only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.PreviewKeyDownEventHandler,T:System.Windows.Forms.PreviewKeyDownEventHandler,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,".Net Core 3.0 includes support for Winforms and WPF through UWP (Universal Windows Platform), though it is Windows-only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.PreviewKeyDownEventHandler,"M:System.Windows.Forms.PreviewKeyDownEventHandler.#ctor(System.Object,System.IntPtr)",Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,".Net Core 3.0 includes support for Winforms and WPF through UWP (Universal Windows Platform), though it is Windows-only.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.ContainerControl,T:System.Windows.Forms.ContainerControl,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,"Use ""frameworkAssemblies""",issue Id : SYWI19,ms-sys-win,,"Use ""frameworkAssemblies""",codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.ContainerControl,M:System.Windows.Forms.ContainerControl.set_AutoScaleDimensions(System.Drawing.SizeF),Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,"Use ""frameworkAssemblies""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.ContainerControl,M:System.Windows.Forms.ContainerControl.set_AutoScaleMode(System.Windows.Forms.AutoScaleMode),Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,"Use ""frameworkAssemblies""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.FormBorderStyle,T:System.Windows.Forms.FormBorderStyle,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,"Use ""frameworkAssemblies""",issue Id : SYWI20,ms-sys-win,,"Use ""frameworkAssemblies""",codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.BorderStyle,T:System.Windows.Forms.BorderStyle,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,Supported in 3.0 Reference System.Windows.Forms.dll,issue Id : SYWI21,ms-sys-win,,"Use ""frameworkAssemblies""",codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.Control,T:System.Windows.Forms.Control,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,issue Id : SYWI22,ms-api-reff,,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,codeparser,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.Control,M:System.Windows.Forms.Control.add_PreviewKeyDown(System.Windows.Forms.PreviewKeyDownEventHandler),Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T:System.Windows.Forms.Control,M:System.Windows.Forms.Control.get_Controls,Microsoft.IdentityModel.Clients.ActiveDirectory.WindowsForms,Not supported,A console application does not automatically add a reference to System.Windows.Forms.dll. Right-click your project in Solution Explorer and select Add reference... and then find System.Windows.Forms and add it.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
